order_id,customer_id,amount,status,country,event_ts,load_at
o-006153,c-0483,1695.81,completed,BR,2026-06-22T04:48:00Z,2026-06-23
o-006154,c-0973,1575.85,completed,BR,2026-07-17T11:21:00Z,2026-07-18
o-006155,c-0903,997.60,completed,BR,2026-07-18T11:30:00Z,2026-07-18
o-006156,c-0692,804.62,completed,BR,2026-06-05T09:29:00Z,2026-06-05
o-006157,c-0369,2273.30,completed,BR,2026-06-05T10:57:00Z,2026-06-05
o-006158,c-1189,546.80,pending,BR,2026-06-08T19:17:00Z,2026-06-08
o-006159,c-0948,1770.97,pending,BR,2026-05-31T11:03:00Z,2026-05-31
o-006160,c-0426,2212.33,pending,BR,2026-06-20T20:15:00Z,2026-06-20
o-006161,c-0895,398.21,completed,BR,2026-07-31T19:41:00Z,2026-08-01
o-006162,c-1033,456.43,completed,BR,2026-07-19T15:12:00Z,2026-07-19
o-006163,c-1444,2211.99,completed,BR,2026-06-08T19:55:00Z,2026-06-08
o-006164,c-0453,1127.56,completed,BR,2026-08-07T03:09:00Z,2026-08-08
o-006165,c-0710,1500.64,completed,BR,2026-07-08T10:29:00Z,2026-07-08
o-006166,c-1944,723.12,completed,BR,2026-06-03T13:43:00Z,2026-06-03
o-006167,c-0364,88.82,cancelled,BR,2026-07-12T20:46:00Z,2026-07-13
o-006168,c-1225,226.66,completed,BR,2026-06-27T08:12:00Z,2026-06-28
o-006169,c-0515,2192.00,completed,BR,2026-06-29T08:13:00Z,2026-06-29
o-006170,c-1534,1946.45,pending,BR,2026-07-15T18:05:00Z,2026-07-16
o-006171,c-0302,394.99,pending,BR,2026-05-23T20:03:00Z,2026-05-24
o-006172,c-1289,379.86,cancelled,BR,2026-07-18T12:45:00Z,2026-07-18
o-006173,c-0654,397.24,completed,BR,2026-08-11T16:57:00Z,2026-08-12
o-006174,c-1888,1365.69,completed,BR,2026-06-05T01:38:00Z,2026-06-05
o-006175,c-0386,1353.32,completed,BR,2026-05-28T00:02:00Z,2026-05-28
o-006176,c-1843,154.69,completed,BR,2026-08-12T04:21:00Z,2026-08-13
o-006177,c-1322,2393.56,cancelled,BR,2026-07-04T09:25:00Z,2026-07-05
o-006178,c-1130,1035.90,completed,BR,2026-08-01T21:19:00Z,2026-08-02
o-006179,c-1340,74.39,completed,BR,2026-07-15T20:13:00Z,2026-07-15
o-006180,c-0377,1780.79,pending,BR,2026-07-07T20:50:00Z,2026-07-08
o-006181,c-1753,2160.34,completed,BR,2026-05-31T10:18:00Z,2026-06-01
o-006182,c-1505,505.74,completed,BR,2026-07-02T15:13:00Z,2026-07-03
o-006183,c-1993,2470.34,completed,BR,2026-07-27T11:06:00Z,2026-07-28
o-006184,c-0811,1424.36,completed,BR,2026-08-03T11:58:00Z,2026-08-04
o-006185,c-0671,1973.73,completed,BR,2026-08-12T07:45:00Z,2026-08-12
o-006186,c-0917,1861.17,completed,BR,2026-08-03T12:47:00Z,2026-08-04
o-006187,c-1057,644.44,completed,BR,2026-05-24T18:10:00Z,2026-05-24
o-006188,c-1989,2218.82,completed,BR,2026-06-25T10:22:00Z,2026-06-26
o-006189,c-1880,1471.74,completed,BR,2026-06-17T14:41:00Z,2026-06-17
o-006190,c-0471,1214.26,completed,BR,2026-06-26T02:18:00Z,2026-06-26
o-006191,c-1917,1076.96,completed,BR,2026-06-15T19:54:00Z,2026-06-16
o-006192,c-0095,1365.08,completed,BR,2026-07-24T04:11:00Z,2026-07-24
o-006193,c-0250,45.27,pending,BR,2026-07-08T20:48:00Z,2026-07-08
o-006194,c-0638,2231.77,completed,BR,2026-08-08T04:10:00Z,2026-08-09
o-006195,c-0068,221.94,cancelled,BR,2026-08-16T09:36:00Z,2026-08-17
o-006196,c-1839,337.05,completed,BR,2026-07-20T13:43:00Z,2026-07-21
o-006197,c-0406,1510.63,cancelled,BR,2026-07-21T17:59:00Z,2026-07-21
o-006198,c-1351,2496.81,completed,BR,2026-07-25T12:29:00Z,2026-07-25
o-006199,c-0104,2377.46,completed,BR,2026-06-11T09:19:00Z,2026-06-12
o-006200,c-0883,2451.45,completed,BR,2026-07-01T22:35:00Z,2026-07-01
o-006201,c-0884,2323.57,pending,BR,2026-08-18T18:40:00Z,2026-08-19
o-006202,c-0431,1297.51,completed,BR,2026-08-18T23:22:00Z,2026-08-18
o-006203,c-1085,820.81,completed,BR,2026-07-04T20:27:00Z,2026-07-04
o-006204,c-1170,1194.43,completed,BR,2026-07-10T18:48:00Z,2026-07-10
o-006205,c-0432,2018.95,pending,BR,2026-07-03T14:47:00Z,2026-07-03
o-006206,c-1000,616.39,cancelled,BR,2026-07-14T17:52:00Z,2026-07-14
o-006207,c-0970,2402.55,pending,BR,2026-06-26T14:11:00Z,2026-06-26
o-006208,c-1600,1681.58,completed,BR,2026-08-12T08:56:00Z,2026-08-13
o-006209,c-0853,997.41,completed,BR,2026-06-04T09:38:00Z,2026-06-05
o-006210,c-0179,1369.38,cancelled,BR,2026-07-27T12:10:00Z,2026-07-28
o-006211,c-1552,1848.36,completed,BR,2026-07-28T15:39:00Z,2026-07-28
o-006212,c-0557,2429.80,completed,BR,2026-06-24T00:48:00Z,2026-06-24
o-006213,c-1394,2338.18,pending,BR,2026-08-17T19:23:00Z,2026-08-17
o-006214,c-1066,2392.91,completed,BR,2026-07-03T13:51:00Z,2026-07-03
o-006215,c-0471,1669.72,completed,BR,2026-08-02T17:14:00Z,2026-08-02
o-006216,c-1780,258.23,completed,BR,2026-05-26T03:25:00Z,2026-05-26
o-006217,c-0549,1174.95,completed,BR,2026-06-09T20:53:00Z,2026-06-09
o-006218,c-1012,2414.06,completed,BR,2026-06-23T20:39:00Z,2026-06-23
o-006219,c-0187,1940.86,pending,BR,2026-06-12T00:04:00Z,2026-06-13
o-006220,c-0441,244.02,pending,BR,2026-06-15T00:00:00Z,2026-06-15
o-006221,c-0493,1451.95,completed,BR,2026-06-19T02:59:00Z,2026-06-19
o-006222,c-0497,2035.15,completed,BR,2026-08-18T06:43:00Z,2026-08-18
o-006223,c-0597,1921.22,completed,BR,2026-06-14T02:10:00Z,2026-06-15
o-006224,c-0094,463.06,completed,BR,2026-08-07T13:30:00Z,2026-08-07
o-006225,c-0072,2085.19,completed,BR,2026-07-06T19:01:00Z,2026-07-06
o-006226,c-0201,1659.40,completed,BR,2026-08-12T10:25:00Z,2026-08-12
o-006227,c-0016,1749.39,completed,BR,2026-08-14T18:40:00Z,2026-08-14
o-006228,c-1949,1159.97,pending,BR,2026-06-19T05:18:00Z,2026-06-20
o-006229,c-1085,599.95,cancelled,BR,2026-07-27T15:07:00Z,2026-07-28
o-006230,c-1871,186.46,completed,BR,2026-07-25T09:27:00Z,2026-07-25
o-006231,c-0233,1165.66,completed,BR,2026-08-19T17:28:00Z,2026-08-19
o-006232,c-0274,1209.17,completed,BR,2026-06-15T01:54:00Z,2026-06-16
o-006233,c-0110,121.23,completed,BR,2026-07-28T00:55:00Z,2026-07-28
o-006234,c-0580,1569.61,completed,BR,2026-06-06T05:53:00Z,2026-06-06
o-006235,c-0344,287.57,completed,BR,2026-05-24T00:23:00Z,2026-05-24
o-006236,c-0365,666.92,completed,BR,2026-06-21T04:43:00Z,2026-06-22
o-006237,c-0383,1779.94,completed,BR,2026-07-08T04:41:00Z,2026-07-08
o-006238,c-1811,414.24,completed,BR,2026-06-04T13:29:00Z,2026-06-05
o-006239,c-1486,728.88,completed,BR,2026-06-19T05:56:00Z,2026-06-20
o-006240,c-1012,1700.68,completed,BR,2026-06-02T12:28:00Z,2026-06-02
o-006241,c-0232,2009.00,cancelled,BR,2026-07-21T23:34:00Z,2026-07-22
o-006242,c-1510,343.57,completed,BR,2026-06-14T10:06:00Z,2026-06-15
o-006243,c-0387,1270.47,pending,BR,2026-06-13T13:28:00Z,2026-06-13
o-006244,c-1597,44.27,completed,BR,2026-08-09T18:19:00Z,2026-08-09
o-006245,c-0990,1715.99,cancelled,BR,2026-07-05T06:41:00Z,2026-07-05
o-006246,c-0580,2363.83,completed,BR,2026-06-17T02:38:00Z,2026-06-18
o-006247,c-1597,190.28,completed,BR,2026-05-26T14:20:00Z,2026-05-27
o-006248,c-0006,1321.41,completed,BR,2026-06-12T17:18:00Z,2026-06-13
o-006249,c-1903,1226.02,completed,BR,2026-07-25T16:16:00Z,2026-07-26
o-006250,c-0926,1526.88,completed,BR,2026-05-23T17:41:00Z,2026-05-23
o-006251,c-0049,1627.78,completed,BR,2026-08-15T09:53:00Z,2026-08-15
o-006252,c-0696,2334.74,completed,BR,2026-07-03T22:57:00Z,2026-07-03
o-006253,c-0173,1246.39,completed,BR,2026-06-13T14:41:00Z,2026-06-14
o-006254,c-0497,2324.97,completed,BR,2026-06-15T18:01:00Z,2026-06-15
o-006255,c-1735,1725.56,cancelled,BR,2026-06-08T00:23:00Z,2026-06-08
o-006256,c-0185,1879.76,completed,BR,2026-06-16T08:01:00Z,2026-06-17
o-006257,c-1834,492.64,completed,BR,2026-05-26T02:56:00Z,2026-05-26
o-006258,c-0746,78.53,completed,BR,2026-07-13T10:04:00Z,2026-07-13
o-006259,c-1382,1175.31,completed,BR,2026-06-26T15:51:00Z,2026-06-26
o-006260,c-1473,226.35,completed,BR,2026-07-12T08:34:00Z,2026-07-13
o-006261,c-1924,2030.93,completed,BR,2026-07-17T16:35:00Z,2026-07-18
o-006262,c-1950,492.13,completed,BR,2026-06-12T08:53:00Z,2026-06-12
o-006263,c-0918,1847.00,completed,BR,2026-07-01T20:19:00Z,2026-07-01
o-006264,c-1926,619.90,cancelled,BR,2026-07-28T03:36:00Z,2026-07-28
o-006265,c-1872,315.12,cancelled,BR,2026-06-27T10:44:00Z,2026-06-28
o-006266,c-1024,1990.34,completed,BR,2026-07-18T13:57:00Z,2026-07-18
o-006267,c-1197,2151.98,completed,BR,2026-08-03T12:47:00Z,2026-08-03
o-006268,c-0198,1212.43,completed,BR,2026-06-04T14:27:00Z,2026-06-05
o-006269,c-0679,192.38,pending,BR,2026-07-21T01:08:00Z,2026-07-21
o-006270,c-1363,518.06,completed,BR,2026-07-06T07:19:00Z,2026-07-07
o-006271,c-1034,2185.57,completed,BR,2026-08-15T04:20:00Z,2026-08-15
o-006272,c-1493,376.18,completed,BR,2026-07-07T20:37:00Z,2026-07-07
o-006273,c-1090,673.09,completed,BR,2026-07-22T07:23:00Z,2026-07-23
o-006274,c-0358,2446.28,cancelled,BR,2026-08-10T19:56:00Z,2026-08-10
o-006275,c-0441,1573.41,completed,BR,2026-07-22T21:40:00Z,2026-07-22
o-006276,c-0335,1751.57,completed,BR,2026-08-09T07:36:00Z,2026-08-10
o-006277,c-1364,1062.10,completed,BR,2026-07-29T09:49:00Z,2026-07-30
o-006278,c-0587,1336.62,completed,BR,2026-08-17T14:15:00Z,2026-08-17
o-006279,c-0654,1808.48,completed,BR,2026-08-17T11:08:00Z,2026-08-17
o-006280,c-1235,198.21,pending,BR,2026-07-15T21:29:00Z,2026-07-16
o-006281,c-0341,1973.64,completed,BR,2026-06-23T10:55:00Z,2026-06-23
o-006282,c-1701,590.51,completed,BR,2026-05-23T12:40:00Z,2026-05-23
o-006283,c-0116,2130.99,completed,BR,2026-06-16T07:17:00Z,2026-06-16
o-006284,c-0239,658.20,pending,BR,2026-06-03T11:25:00Z,2026-06-03
o-006285,c-0524,2206.19,cancelled,BR,2026-06-14T13:13:00Z,2026-06-15
o-006286,c-0351,2000.28,completed,BR,2026-07-15T05:56:00Z,2026-07-15
o-006287,c-0400,914.27,completed,BR,2026-06-27T08:23:00Z,2026-06-28
o-006288,c-1637,1792.92,pending,BR,2026-08-14T09:13:00Z,2026-08-15
o-006289,c-1785,729.77,completed,BR,2026-06-01T03:29:00Z,2026-06-02
o-006290,c-0544,2224.07,completed,BR,2026-08-03T10:30:00Z,2026-08-04
o-006291,c-0342,1914.45,completed,BR,2026-08-01T17:45:00Z,2026-08-02
o-006292,c-0368,2141.45,pending,BR,2026-07-10T07:32:00Z,2026-07-10
o-006293,c-1842,920.88,completed,BR,2026-06-06T03:58:00Z,2026-06-07
o-006294,c-0560,1882.32,completed,BR,2026-06-14T08:42:00Z,2026-06-15
o-006295,c-0591,449.19,completed,BR,2026-07-26T14:11:00Z,2026-07-27
o-006296,c-0904,1822.46,completed,BR,2026-08-14T19:39:00Z,2026-08-15
o-006297,c-0768,1912.86,completed,BR,2026-06-07T11:15:00Z,2026-06-07
o-006298,c-0126,1164.47,pending,BR,2026-06-25T11:41:00Z,2026-06-25
o-006299,c-1633,1324.94,pending,BR,2026-07-23T18:11:00Z,2026-07-23
o-006300,c-0100,852.31,completed,BR,2026-08-02T05:16:00Z,2026-08-03
o-006301,c-1516,495.44,completed,BR,2026-07-26T02:08:00Z,2026-07-27
o-006302,c-0829,2449.33,cancelled,BR,2026-06-22T23:30:00Z,2026-06-23
o-006303,c-1925,424.14,completed,BR,2026-05-29T20:04:00Z,2026-05-30
o-006304,c-1295,1042.33,completed,BR,2026-08-06T12:07:00Z,2026-08-06
o-006305,c-0774,2023.46,completed,BR,2026-07-14T07:47:00Z,2026-07-15
o-006306,c-1871,777.23,completed,BR,2026-06-10T02:33:00Z,2026-06-11
o-006307,c-1225,2389.60,completed,BR,2026-07-11T10:00:00Z,2026-07-12
o-006308,c-0159,2124.51,completed,BR,2026-06-02T11:37:00Z,2026-06-02
o-006309,c-0210,273.17,completed,BR,2026-05-23T04:46:00Z,2026-05-23
o-006310,c-0167,1041.21,completed,BR,2026-06-24T01:11:00Z,2026-06-25
o-006311,c-0339,1397.01,pending,BR,2026-07-31T13:50:00Z,2026-07-31
o-006312,c-1309,338.49,cancelled,BR,2026-05-30T17:25:00Z,2026-05-30
o-006313,c-0542,1870.09,completed,BR,2026-06-29T04:23:00Z,2026-06-29
o-006314,c-1742,1157.92,completed,BR,2026-07-10T19:38:00Z,2026-07-11
o-006315,c-1035,2188.37,completed,BR,2026-05-30T20:04:00Z,2026-05-31
o-006316,c-0174,699.27,completed,BR,2026-06-24T12:00:00Z,2026-06-25
o-006317,c-0457,2106.26,completed,BR,2026-07-30T13:04:00Z,2026-07-31
o-006318,c-1186,923.69,completed,BR,2026-07-03T23:38:00Z,2026-07-04
o-006319,c-0936,2438.34,completed,BR,2026-08-20T13:13:00Z,2026-08-21
o-006320,c-1439,1913.39,completed,BR,2026-08-06T07:01:00Z,2026-08-07
o-006321,c-0644,1249.79,completed,BR,2026-08-15T19:41:00Z,2026-08-15
o-006322,c-0799,1111.73,completed,BR,2026-07-01T23:40:00Z,2026-07-01
o-006323,c-0083,925.58,completed,BR,2026-06-26T23:43:00Z,2026-06-26
o-006324,c-0649,16.08,completed,BR,2026-06-21T18:03:00Z,2026-06-21
o-006325,c-0699,2432.85,completed,BR,2026-05-26T04:33:00Z,2026-05-27
o-006326,c-1572,1381.09,completed,BR,2026-08-11T12:27:00Z,2026-08-11
o-006327,c-1751,1545.42,completed,BR,2026-07-01T21:29:00Z,2026-07-02
o-006328,c-0036,2267.35,completed,BR,2026-06-02T05:05:00Z,2026-06-02
o-006329,c-0182,1253.52,completed,BR,2026-06-13T21:08:00Z,2026-06-14
o-006330,c-0637,2096.96,completed,BR,2026-06-05T16:01:00Z,2026-06-05
o-006331,c-1751,697.17,completed,BR,2026-05-30T16:22:00Z,2026-05-30
o-006332,c-0659,1016.17,completed,BR,2026-06-12T08:41:00Z,2026-06-12
o-006333,c-0964,1933.34,pending,BR,2026-08-06T10:02:00Z,2026-08-07
o-006334,c-1481,2236.80,cancelled,BR,2026-07-08T10:29:00Z,2026-07-08
o-006335,c-0996,2189.33,completed,BR,2026-07-07T23:58:00Z,2026-07-07
o-006336,c-0677,194.74,completed,BR,2026-07-04T23:35:00Z,2026-07-05
o-006337,c-0859,1147.62,completed,BR,2026-08-12T01:05:00Z,2026-08-13
o-006338,c-1650,814.93,completed,BR,2026-06-12T15:37:00Z,2026-06-12
o-006339,c-1273,688.01,completed,BR,2026-07-16T10:56:00Z,2026-07-16
o-006340,c-0429,1967.41,completed,BR,2026-06-24T21:55:00Z,2026-06-24
o-006341,c-0292,155.25,completed,BR,2026-07-28T10:17:00Z,2026-07-28
o-006342,c-0897,7.30,completed,BR,2026-06-03T10:36:00Z,2026-06-03
o-006343,c-1928,326.61,completed,BR,2026-08-03T23:20:00Z,2026-08-04
o-006344,c-1821,803.81,pending,BR,2026-07-31T10:04:00Z,2026-07-31
o-006345,c-1384,2354.26,pending,BR,2026-07-10T22:15:00Z,2026-07-11
o-006346,c-0330,1539.49,completed,BR,2026-07-01T04:46:00Z,2026-07-02
o-006347,c-1532,423.11,completed,BR,2026-07-27T11:09:00Z,2026-07-27
o-006348,c-0815,1977.56,completed,BR,2026-07-14T02:04:00Z,2026-07-15
o-006349,c-1077,1242.59,completed,BR,2026-07-28T05:41:00Z,2026-07-29
o-006350,c-1848,876.57,completed,BR,2026-06-16T21:13:00Z,2026-06-16
o-006351,c-0588,260.51,cancelled,BR,2026-05-31T15:05:00Z,2026-06-01
o-006352,c-0099,2481.00,completed,BR,2026-08-17T07:03:00Z,2026-08-18
o-006353,c-0598,707.02,completed,BR,2026-06-30T07:26:00Z,2026-07-01
o-006354,c-0112,1664.10,completed,BR,2026-08-11T19:58:00Z,2026-08-11
o-006355,c-0179,560.18,cancelled,BR,2026-07-31T01:46:00Z,2026-07-31
o-006356,c-1402,2271.72,completed,BR,2026-06-22T13:31:00Z,2026-06-23
o-006357,c-1022,2349.16,pending,BR,2026-07-20T07:54:00Z,2026-07-21
o-006358,c-0701,1914.29,completed,BR,2026-07-01T11:22:00Z,2026-07-02
o-006359,c-0678,1545.61,completed,BR,2026-06-24T16:07:00Z,2026-06-25
o-006360,c-1651,2152.86,completed,BR,2026-07-07T23:46:00Z,2026-07-07
o-006361,c-0221,2254.85,completed,BR,2026-08-10T06:36:00Z,2026-08-11
o-006362,c-0761,517.53,pending,BR,2026-07-30T19:46:00Z,2026-07-30
o-006363,c-0394,1729.41,completed,BR,2026-06-02T06:23:00Z,2026-06-02
o-006364,c-0638,2434.64,completed,BR,2026-07-05T23:50:00Z,2026-07-05
o-006365,c-0952,61.98,completed,BR,2026-05-25T13:08:00Z,2026-05-26
o-006366,c-0030,966.84,completed,BR,2026-06-05T10:40:00Z,2026-06-05
o-006367,c-1529,2063.12,completed,BR,2026-07-26T15:27:00Z,2026-07-26
o-006368,c-0220,2331.70,cancelled,BR,2026-07-15T09:35:00Z,2026-07-15
o-006369,c-1505,2471.92,completed,BR,2026-07-20T22:56:00Z,2026-07-21
o-006370,c-0511,141.06,completed,BR,2026-05-29T13:36:00Z,2026-05-30
o-006371,c-1690,1197.57,completed,BR,2026-06-13T21:02:00Z,2026-06-13
o-006372,c-0469,1852.61,pending,BR,2026-07-08T16:39:00Z,2026-07-08
o-006373,c-0930,1157.93,completed,BR,2026-07-09T17:11:00Z,2026-07-10
o-006374,c-1087,2465.98,completed,BR,2026-06-02T18:42:00Z,2026-06-03
o-006375,c-1701,1510.36,cancelled,BR,2026-07-11T21:46:00Z,2026-07-12
o-006376,c-1280,1458.03,pending,BR,2026-08-20T18:17:00Z,2026-08-21
o-006377,c-1713,2042.17,completed,BR,2026-06-29T09:27:00Z,2026-06-30
o-006378,c-1572,806.97,completed,BR,2026-08-05T00:01:00Z,2026-08-06
o-006379,c-0149,2421.49,completed,BR,2026-06-11T23:33:00Z,2026-06-12
o-006380,c-1015,1348.17,completed,BR,2026-07-25T00:50:00Z,2026-07-25
o-006381,c-1029,1471.87,pending,BR,2026-08-07T21:22:00Z,2026-08-07
o-006382,c-0256,2233.76,completed,BR,2026-07-19T01:47:00Z,2026-07-19
o-006383,c-0868,1227.78,pending,BR,2026-07-05T01:47:00Z,2026-07-05
o-006384,c-1859,1261.25,completed,BR,2026-08-19T09:42:00Z,2026-08-19
o-006385,c-0946,1211.48,completed,BR,2026-08-12T15:15:00Z,2026-08-13
o-006386,c-1436,2127.29,completed,BR,2026-06-23T03:26:00Z,2026-06-23
o-006387,c-0454,1660.74,completed,BR,2026-07-24T18:39:00Z,2026-07-24
o-006388,c-1643,1714.65,completed,BR,2026-06-26T11:30:00Z,2026-06-27
o-006389,c-1727,447.83,completed,BR,2026-08-13T05:45:00Z,2026-08-13
o-006390,c-1781,318.13,completed,BR,2026-07-13T15:43:00Z,2026-07-14
o-006391,c-1886,230.32,completed,BR,2026-05-29T13:58:00Z,2026-05-30
o-006392,c-1068,2339.16,completed,BR,2026-07-07T23:29:00Z,2026-07-07
o-006393,c-1419,816.13,pending,BR,2026-08-17T13:05:00Z,2026-08-18
o-006394,c-0850,1401.40,completed,BR,2026-06-30T01:36:00Z,2026-06-30
o-006395,c-0862,2335.88,completed,BR,2026-06-24T13:40:00Z,2026-06-24
o-006396,c-0700,1423.84,completed,BR,2026-06-07T22:26:00Z,2026-06-07
o-006397,c-1769,2266.75,completed,BR,2026-08-06T10:26:00Z,2026-08-06
o-006398,c-0384,333.59,cancelled,BR,2026-06-01T16:09:00Z,2026-06-02
o-006399,c-0809,1519.44,completed,BR,2026-06-08T02:09:00Z,2026-06-09
o-006400,c-1851,1420.93,pending,BR,2026-07-01T17:53:00Z,2026-07-02
o-006401,c-1188,1217.78,completed,BR,2026-07-23T18:48:00Z,2026-07-24
o-006402,c-1515,499.50,completed,BR,2026-06-20T01:22:00Z,2026-06-20
o-006403,c-1014,1569.30,completed,BR,2026-06-18T12:36:00Z,2026-06-18
o-006404,c-0370,1905.98,pending,BR,2026-06-02T13:16:00Z,2026-06-02
o-006405,c-0482,15.79,completed,BR,2026-07-23T09:25:00Z,2026-07-23
o-006406,c-0227,1222.20,completed,BR,2026-06-05T19:05:00Z,2026-06-06
o-006407,c-0500,1169.39,completed,BR,2026-05-25T16:23:00Z,2026-05-26
o-006408,c-0464,2031.70,completed,BR,2026-06-11T05:12:00Z,2026-06-11
o-006409,c-0847,475.46,completed,BR,2026-06-18T20:47:00Z,2026-06-19
o-006410,c-1005,1139.66,completed,BR,2026-06-29T05:49:00Z,2026-06-30
o-006411,c-1640,166.89,pending,BR,2026-05-24T22:02:00Z,2026-05-24
o-006412,c-1752,1862.51,completed,BR,2026-05-25T06:48:00Z,2026-05-25
o-006413,c-0632,1918.64,completed,BR,2026-07-18T09:55:00Z,2026-07-19
o-006414,c-0424,1871.63,completed,BR,2026-08-18T23:14:00Z,2026-08-19
o-006415,c-1719,1035.83,completed,BR,2026-07-27T22:48:00Z,2026-07-27
o-006416,c-0027,2413.53,pending,BR,2026-07-31T00:43:00Z,2026-08-01
o-006417,c-1756,2061.57,completed,BR,2026-08-05T10:32:00Z,2026-08-06
o-006418,c-1980,351.16,completed,BR,2026-07-04T06:58:00Z,2026-07-04
o-006419,c-1455,261.92,completed,BR,2026-06-12T16:48:00Z,2026-06-12
o-006420,c-0956,1213.64,completed,BR,2026-06-18T20:25:00Z,2026-06-19
o-006421,c-0789,986.14,completed,BR,2026-08-09T09:30:00Z,2026-08-09
o-006422,c-1039,188.73,completed,BR,2026-07-15T10:37:00Z,2026-07-16
o-006423,c-0689,30.38,completed,BR,2026-08-18T15:39:00Z,2026-08-18
o-006424,c-1469,436.72,completed,BR,2026-06-27T00:53:00Z,2026-06-27
o-006425,c-1005,906.26,completed,BR,2026-08-19T06:42:00Z,2026-08-19
o-006426,c-1352,506.17,completed,BR,2026-07-05T04:54:00Z,2026-07-06
o-006427,c-1952,1723.21,completed,BR,2026-06-04T18:40:00Z,2026-06-05
o-006428,c-0098,2034.16,pending,BR,2026-06-23T01:23:00Z,2026-06-24
o-006429,c-1027,1139.66,completed,BR,2026-05-31T04:44:00Z,2026-06-01
o-006430,c-0676,383.65,pending,BR,2026-08-10T09:50:00Z,2026-08-10
o-006431,c-1026,892.07,pending,BR,2026-08-07T16:15:00Z,2026-08-07
o-006432,c-1863,14.92,completed,BR,2026-07-03T03:17:00Z,2026-07-04
o-006433,c-0905,1244.15,completed,BR,2026-06-03T07:25:00Z,2026-06-03
o-006434,c-0837,2143.51,completed,BR,2026-07-06T04:32:00Z,2026-07-06
o-006435,c-1964,339.02,cancelled,BR,2026-07-11T03:53:00Z,2026-07-12
o-006436,c-1345,675.89,cancelled,BR,2026-08-16T00:56:00Z,2026-08-16
o-006437,c-1153,765.78,pending,BR,2026-08-05T09:12:00Z,2026-08-06
o-006438,c-1517,2146.64,completed,BR,2026-07-14T12:04:00Z,2026-07-14
o-006439,c-1882,1358.12,pending,BR,2026-07-05T20:21:00Z,2026-07-05
o-006440,c-1592,1843.32,pending,BR,2026-05-27T22:57:00Z,2026-05-27
o-006441,c-1429,921.92,completed,BR,2026-07-13T23:28:00Z,2026-07-13
o-006442,c-0291,2365.49,completed,BR,2026-08-14T23:50:00Z,2026-08-15
o-006443,c-1965,2339.87,completed,BR,2026-06-16T12:51:00Z,2026-06-16
o-006444,c-1892,296.97,pending,BR,2026-06-03T04:40:00Z,2026-06-04
o-006445,c-0063,1040.60,completed,BR,2026-07-03T21:14:00Z,2026-07-04
o-006446,c-0071,1765.16,completed,BR,2026-05-28T14:08:00Z,2026-05-28
o-006447,c-1370,353.94,cancelled,BR,2026-06-20T20:45:00Z,2026-06-20
o-006448,c-1128,2349.85,completed,BR,2026-05-31T05:00:00Z,2026-06-01
o-006449,c-0812,2131.81,completed,BR,2026-06-20T14:10:00Z,2026-06-20
o-006450,c-0409,1618.94,completed,BR,2026-06-24T16:14:00Z,2026-06-25
o-006451,c-0741,1054.22,completed,BR,2026-08-12T03:37:00Z,2026-08-12
o-006452,c-0712,1017.05,pending,BR,2026-07-24T09:53:00Z,2026-07-24
o-006453,c-1207,1023.06,completed,BR,2026-07-02T08:25:00Z,2026-07-03
o-006454,c-0413,1504.59,completed,BR,2026-06-24T23:38:00Z,2026-06-24
o-006455,c-1210,2365.95,cancelled,BR,2026-06-26T13:57:00Z,2026-06-27
o-006456,c-1529,2417.47,completed,BR,2026-05-29T11:33:00Z,2026-05-30
o-006457,c-1094,315.66,pending,BR,2026-07-04T06:06:00Z,2026-07-04
o-006458,c-1982,1476.54,completed,BR,2026-07-15T04:20:00Z,2026-07-16
o-006459,c-1015,1944.50,pending,BR,2026-08-18T01:36:00Z,2026-08-19
o-006460,c-1057,134.11,completed,BR,2026-06-03T09:24:00Z,2026-06-03
o-006461,c-1704,792.13,pending,BR,2026-05-24T01:01:00Z,2026-05-24
o-006462,c-1877,1451.87,completed,BR,2026-05-27T14:13:00Z,2026-05-28
o-006463,c-0528,984.26,cancelled,BR,2026-06-21T20:19:00Z,2026-06-22
o-006464,c-0580,613.81,completed,BR,2026-08-04T07:52:00Z,2026-08-04
o-006465,c-1136,1512.93,completed,BR,2026-06-05T18:33:00Z,2026-06-06
o-006466,c-1939,1440.22,completed,BR,2026-07-29T07:09:00Z,2026-07-29
o-006467,c-0412,2397.85,completed,BR,2026-06-08T21:34:00Z,2026-06-09
o-006468,c-1341,1983.41,completed,BR,2026-08-11T02:06:00Z,2026-08-11
o-006469,c-1980,2257.96,completed,BR,2026-06-17T11:38:00Z,2026-06-18
o-006470,c-1761,1871.23,completed,BR,2026-06-13T21:36:00Z,2026-06-14
o-006471,c-0130,2065.10,completed,BR,2026-07-19T19:39:00Z,2026-07-19
o-006472,c-1493,1709.69,pending,BR,2026-06-09T07:35:00Z,2026-06-10
o-006473,c-1392,1049.75,completed,BR,2026-07-17T01:40:00Z,2026-07-18
o-006474,c-1703,417.47,pending,BR,2026-08-04T10:57:00Z,2026-08-04
o-006475,c-1832,509.02,cancelled,BR,2026-07-01T00:41:00Z,2026-07-01
o-006476,c-1156,1531.68,cancelled,BR,2026-08-01T06:34:00Z,2026-08-02
o-006477,c-0588,729.04,completed,BR,2026-06-16T00:33:00Z,2026-06-16
o-006478,c-1046,495.40,completed,BR,2026-08-19T18:42:00Z,2026-08-19
